id;author_id;title;slug;excerpt;body;original_link;image;created_at;updated_at;published_at;category_id;views;deleted_at;keywords;recommended;meta_id
676781;22;"Autofotka týdne: hrnec, který zachránil BMW";autofotka-tydne-hrnec-ktery-zachranil-bmw;"Více než stoletá historie mnichovské značky zažila mnoho zvratů. Příběh jedné z největších krizí v historii BMW a to, jak důležitou roli hrály při jejím překonávání kuchyňské hrnce, ilustruje průběh obnovy poválečného Německa. Vysvětluje také, jak se z BMW staly wartburgy.";"Více než stoletá historie mnichovské značky zažila mnoho zvratů. Příběh jedné z největších krizí v historii BMW a to, jak důležitou roli hrály při jejím překonávání kuchyňské hrnce, ilustruje průběh obnovy poválečného Německa. Vysvětluje také, jak se z BMW staly wartburgy.<p><a href='https://www.idnes.cz/auto/zpravodajstvi/historie-bmw-eisenach-emw-hrnec.A210220_131253_automoto_fdv#utm_source=rss&utm_medium=feed&utm_campaign=autokat&utm_content=main'><b>Odkaz na původní článek</b></a></p>";https://www.idnes.cz/auto/zpravodajstvi/historie-bmw-eisenach-emw-hrnec.A210220_131253_automoto_fdv#utm_source=rss&utm_medium=feed&utm_campaign=autokat&utm_content=main;default.jpg;"2021-02-21 12:10:37";"2021-02-21 12:10:37";"2021-02-21 12:10:37";14;0;NULL;"důležitou roli hrály z mnichovské bmw staly wartburgy bmw historie historii bmw stoletá stoletá příběh jedné roli hrály zvratů největších krizí více";"[{"slug": "vystavba-vyzkumneho-centra-bmw-u-sokolova-pokracuje-zatim-bude-mensi", "coefficient": 0.341640053426888}, {"slug": "autofotka-tydne-zemrel-sochar-plechu-ktery-oblekal-nejdrazsi-auta-sveta", "coefficient": 0.33061147460339746}, {"slug": "co-v-aute-neni-nerozbije-se-u-ojetin-se-vyhnete-luxusu-a-slozite-technice", "coefficient": 0.3194338227893644}, {"slug": "autofotka-tydne-trikolovy-elektricky-mininakladak-vyvinuli-online", "coefficient": 0.31681867566499966}, {"slug": "autofotka-tydne-navrhoval-ferrari-i-cinska-auta-ted-uci-skicovat-online", "coefficient": 0.31377752809040355}, {"slug": "autofotka-tydne-aventadoru-je-deset-let-zurivec-bez-strechy-je-jediny", "coefficient": 0.3128107019343519}, {"slug": "autofotka-tydne-z-tajneho-archivu-skody-prvni-fabii-navrhl-brazilec", "coefficient": 0.31197711375156145}, {"slug": "autofotka-tydne-ceska-limonada-vzdava-hold-zavodu-kde-excelovala-junkova", "coefficient": 0.31114401643034817}, {"slug": "autofotka-tydne-nejmensi-mazda-se-vesla-do-kufru-v-evrope-ho-ztratili", "coefficient": 0.3100869874006388}, {"slug": "luxusni-atmosfera-a-poradne-stado-koni-jake-je-nejnovejsi-bmw-alpina-b7", "coefficient": 0.29652458268498105}]";NULL
676791;22;"KOMENTÁŘ: Jak vás jízda s youngtimerem vyléčí z lásky ke starým autům";komentar-jak-vas-jizda-s-youngtimerem-vyleci-z-lasky-ke-starym-autum;"Vlastnit osobité klasické auto typu Aston Martin nebo Rolls-Royce je krásná představa. Dokud s ním nechcete vyrazit na cestu Praha – Karlovy Vary, kam se před lety vydal novinář Vojta Bednář.";"Vlastnit osobité klasické auto typu Aston Martin nebo Rolls-Royce je krásná představa. Dokud s ním nechcete vyrazit na cestu Praha – Karlovy Vary, kam se před lety vydal novinář Vojta Bednář.<p><a href='https://www.idnes.cz/auto/historie/road-trip-komentar-ford-rolls-royce-youngtimer.A210212_171651_autoservis_kzem#utm_source=rss&utm_medium=feed&utm_campaign=autokat&utm_content=main'><b>Odkaz na původní článek</b></a></p>";https://www.idnes.cz/auto/historie/road-trip-komentar-ford-rolls-royce-youngtimer.A210212_171651_autoservis_kzem#utm_source=rss&utm_medium=feed&utm_campaign=autokat&utm_content=main;default.jpg;"2021-02-21 12:10:37";"2021-02-21 12:10:37";"2021-02-21 12:10:37";14;0;NULL;"ním nechcete vyrazit osobité klasické auto typu auto krásná představa rolls klasické cestu praha osobité karlovy vary představa rolls-royce vlastnit";"[{"slug": "toyota-celica-legendarni-drsnacke-kupe-ukoncilo-karieru-pred-15-lety", "coefficient": 0.28505712097551317}, {"slug": "prvni-jizda-elektrickou-skodou-enyaq-je-skvely-ale-musite-si-na-nej-zvykat", "coefficient": 0.2844251685754875}, {"slug": "skoda-chce-skrtnout-tri-tisice-mist-boji-se-odbory-vadi-jim-i-covidove-smeny", "coefficient": 0.2809885883890761}, {"slug": "rok-se-starym-lvem-cenovy-trhak-lonskeho-roku-ma-jen-par-much", "coefficient": 0.2803227950065974}, {"slug": "honba-za-vykonem-nekonci-nova-nejrychlejsi-auta-jsou-zase-o-neco-rychlejsi", "coefficient": 0.27950416215903207}, {"slug": "auta-s-turbinou-misto-motoru-se-neujala-pritom-jezdila-i-na-tequilu", "coefficient": 0.2758072713759083}, {"slug": "nejlevnejsi-mobilita-v-krizi-auto-berte-co-nejjednodussi", "coefficient": 0.2747028252629504}, {"slug": "filmove-hvezdy-kombi-pro-osm-a-trabant-s-mazdou-kterym-urizli-strechu", "coefficient": 0.269840294297178}, {"slug": "bmw-m340d-vas-zapoji-do-deje-jako-kombik-nabizi-i-neco-navic", "coefficient": 0.26900088381211396}, {"slug": "ridicuv-boj-s-ledem-zbranemi-jsou-skrabka-i-ocet-snehovou-cepici-sundejte", "coefficient": 0.2670847492788729}]";NULL
676801;22;"Chtěl bych vyzkoušet i jiné závody, ale je to všechno o financích, míní Pekař";chtel-bych-vyzkouset-i-jine-zavody-ale-je-to-vsechno-o-financich-mini-pekar;"Mělnický závodník jde ve šlépějích svého otce a už několik let patří k naprosté evropské špičce cupových závodů, zejména pak Renault Clio Cupu. Loni tým Tomáše Pekaře zaznamenal svoji nejúspěšnější sezónu, a proto jsme se před tou nadcházející potkali, abychom se nejen ohlédli, ale především podívali dopředu.";"Mělnický závodník jde ve šlépějích svého otce a už několik let patří k naprosté evropské špičce cupových závodů, zejména pak Renault Clio Cupu. Loni tým Tomáše Pekaře zaznamenal svoji nejúspěšnější sezónu, a proto jsme se před tou nadcházející potkali, abychom se nejen ohlédli, ale především podívali dopředu.<p><a href='https://www.idnes.cz/auto/zpravodajstvi/tomas-pekar-renault-clio-cup-zavody.A210212_152133_automoto_lisv#utm_source=rss&utm_medium=feed&utm_campaign=autokat&utm_content=main'><b>Odkaz na původní článek</b></a></p>";https://www.idnes.cz/auto/zpravodajstvi/tomas-pekar-renault-clio-cup-zavody.A210212_152133_automoto_lisv#utm_source=rss&utm_medium=feed&utm_campaign=autokat&utm_content=main;default.jpg;"2021-02-21 12:10:38";"2021-02-21 12:10:38";"2021-02-21 12:10:38";14;0;NULL;"mělnický závodník jde mělnický závodník šlépějích svého otce závodník šlépějích svého otce cupu několik let patří zejména renault clio cupu závodů tou nadcházející potkali mělnický";"[{"slug": "prechod-z-prirodnich-na-moderni-okruhy-je-uleva-rika-zavodnik-michal-bursa", "coefficient": 0.2856287702728573}, {"slug": "krasny-elektrohyundai-ma-byt-prelomem-nabije-i-vsechno-ostatni", "coefficient": 0.27250016645317804}, {"slug": "peugeot-208-gt-line-sportovec-je-to-pouze-jmenem-umi-ale-pohladit-dusi", "coefficient": 0.27199947916982453}, {"slug": "chcete-vyvinout-a-vyrobit-auto-v-rakousku-umi-vsechno-offroad-i-supersport", "coefficient": 0.2702397877587526}, {"slug": "auta-cechu-patri-k-nejstarsim-v-evrope-prumer-roste-kvuli-dovozu", "coefficient": 0.2696808329897643}, {"slug": "elektricke-citigo-je-bazarovy-hit-lezakem-je-range-rover", "coefficient": 0.2681439520371675}, {"slug": "autofotka-tydne-ceska-limonada-vzdava-hold-zavodu-kde-excelovala-junkova", "coefficient": 0.26729286834418114}, {"slug": "prvni-jizda-elektrickou-skodou-enyaq-je-skvely-ale-musite-si-na-nej-zvykat", "coefficient": 0.2665411935117848}, {"slug": "novy-mercedes-c-je-zmensena-trida-s-ale-dostane-jen-ctyrvalce", "coefficient": 0.2663588410022381}, {"slug": "autofotka-tydne-aventadoru-je-deset-let-zurivec-bez-strechy-je-jediny", "coefficient": 0.26584979371538453}]";NULL
676811;22;"Výbava v automobilovém pravěku: punčochy, hromosvod a příruční pneuservis";vybava-v-automobilovem-praveku-puncochy-hromosvod-a-prirucni-pneuservis;"Nastartujete a jedete klidně napříč Evropou, až se to zas bude moci – kouzlo moderních aut je právě v jejich „bezobslužnosti“. Za volant se dnes odváží i ten, kdo by před třiceti lety jezdil vlakem. Kromě držení řidičského oprávnění totiž vlastnictví auta vyžadovalo fištrón a důkladnou přípravu před cestou. Čtěte, co bylo v nepovinné povinné výbavě auta.";"Nastartujete a jedete klidně napříč Evropou, až se to zas bude moci – kouzlo moderních aut je právě v jejich „bezobslužnosti“. Za volant se dnes odváží i ten, kdo by před třiceti lety jezdil vlakem. Kromě držení řidičského oprávnění totiž vlastnictví auta vyžadovalo fištrón a důkladnou přípravu před cestou. Čtěte, co bylo v nepovinné povinné výbavě auta.<p><a href='https://www.idnes.cz/auto/zpravodajstvi/nahradni-dily-puncocha-upravy-aut-opravy-hromosvod.A210118_192526_automoto_fdv#utm_source=rss&utm_medium=feed&utm_campaign=autokat&utm_content=main'><b>Odkaz na původní článek</b></a></p>";https://www.idnes.cz/auto/zpravodajstvi/nahradni-dily-puncocha-upravy-aut-opravy-hromosvod.A210118_192526_automoto_fdv#utm_source=rss&utm_medium=feed&utm_campaign=autokat&utm_content=main;default.jpg;"2021-02-21 12:10:38";"2021-02-21 12:10:38";"2021-02-21 12:10:38";14;0;NULL;"kouzlo moderních aut v kouzlo důkladnou přípravu auta moci nastartujete klidně evropou zas lety nastartujete moci přípravu bezobslužnosti";"[{"slug": "auta-cechu-patri-k-nejstarsim-v-evrope-prumer-roste-kvuli-dovozu", "coefficient": 0.2850730182288642}, {"slug": "autofotka-tydne-aventadoru-je-deset-let-zurivec-bez-strechy-je-jediny", "coefficient": 0.28273010041719315}, {"slug": "cesti-vedci-zkoumaji-vliv-modernich-svetel-na-videni-ridicu-i-chodcu", "coefficient": 0.28192747162576626}, {"slug": "jarni-smrst-suv-z-asie-na-vyber-jsou-drsnaci-i-terenaky-do-mesta", "coefficient": 0.2801198980552195}, {"slug": "elektricke-citigo-je-bazarovy-hit-lezakem-je-range-rover", "coefficient": 0.27770297788087955}, {"slug": "stejna-konstrukce-jiny-vysledek-v-cem-jsou-tlumice-dnesnich-aut-lepsi", "coefficient": 0.2769982532771778}, {"slug": "mala-soucastka-velke-problemy-automobilky-jsou-v-pozici-kterou-neznaji", "coefficient": 0.2760549777557347}, {"slug": "novy-mercedes-c-je-zmensena-trida-s-ale-dostane-jen-ctyrvalce", "coefficient": 0.2759980125166209}, {"slug": "rok-se-starym-lvem-cenovy-trhak-lonskeho-roku-ma-jen-par-much", "coefficient": 0.2751578237272625}, {"slug": "toyota-chce-zachranit-tridu-nejmensich-aut-nove-kolinske-aygo-poodhaleno", "coefficient": 0.27304162597692316}]";NULL
676821;22;"Veterány by měli nově prověřovat na STK, navrhují poslanci";veterany-by-meli-nove-proverovat-na-stk-navrhuji-poslanci;"Způsobilost provozu historických vozidel na silnicích zřejmě budou nově posuzovat stanice technické kontroly. Nebude postačovat jejich testování subjektem pověřeným Mezinárodní federací historických vozidel. Lhůta mezi prověrkami by se na druhou stranou prodloužila na pět let.";"Způsobilost provozu historických vozidel na silnicích zřejmě budou nově posuzovat stanice technické kontroly. Nebude postačovat jejich testování subjektem pověřeným Mezinárodní federací historických vozidel. Lhůta mezi prověrkami by se na druhou stranou prodloužila na pět let.<p><a href='https://www.idnes.cz/auto/zpravodajstvi/veteran-testovani-novela-stk.A210218_103648_automoto_fdv#utm_source=rss&utm_medium=feed&utm_campaign=autokat&utm_content=main'><b>Odkaz na původní článek</b></a></p>";https://www.idnes.cz/auto/zpravodajstvi/veteran-testovani-novela-stk.A210218_103648_automoto_fdv#utm_source=rss&utm_medium=feed&utm_campaign=autokat&utm_content=main;default.jpg;"2021-02-21 12:10:38";"2021-02-21 12:10:38";"2021-02-21 12:10:38";14;0;NULL;"druhou stranou prodloužila historických vozidel provozu nebude postačovat stranou prodloužila vozidel pět let lhůta historických lhůta kontroly prověrkami způsobilost";"[{"slug": "platnost-ridicaku-a-technickych-prohlidek-se-prodluzuje-urady-a-stk-funguji", "coefficient": 0.32084189366112037}, {"slug": "cesky-ojetinovy-start-up-se-spoji-se-specialistou-na-proverovani-puvodu-aut", "coefficient": 0.2995666418577466}, {"slug": "filmove-hvezdy-kombi-pro-osm-a-trabant-s-mazdou-kterym-urizli-strechu", "coefficient": 0.2947640625804582}, {"slug": "cesti-vedci-zkoumaji-vliv-modernich-svetel-na-videni-ridicu-i-chodcu", "coefficient": 0.28413489946584597}, {"slug": "autoservisy-zeji-prazdnotou-nove-lakaji-na-akce-muzete-usetrit", "coefficient": 0.2792190755856333}, {"slug": "evropa-neni-pro-automobilky-volnym-trhem-rika-sef-mazdy-v-cesku", "coefficient": 0.2776525981494542}, {"slug": "novela-bodoveho-systemu-se-asi-do-voleb-nestihne-zadrhla-se-v-parlamentu", "coefficient": 0.27318369980628104}, {"slug": "boxster-jako-prvni-911-mozna-nikdy-sportaky-porsche-vyhlizeji-elektrinu", "coefficient": 0.27222376417501865}, {"slug": "trikrat-a-dost-pocet-pokusu-o-ridicak-by-mel-byt-omezen", "coefficient": 0.26953037785036243}, {"slug": "prvni-jizda-elektrickou-skodou-enyaq-je-skvely-ale-musite-si-na-nej-zvykat", "coefficient": 0.2652251759572858}]";NULL
676831;22;"Nečekaní vítězové temných časů. Česko má rekord v prodejích obytných aut";necekani-vitezove-temnych-casu-cesko-ma-rekord-v-prodejich-obytnych-aut;"Covidová temnota zahalila v roce 2020 automobilový průmysl. Prodeje padaly, některé automobilky odstavily výrobu. Ale pandemie přinesla i jednoho nečekaného vítěze. Výrobci obytných aut a přívěsů nestíhají vyrábět.";"Covidová temnota zahalila v roce 2020 automobilový průmysl. Prodeje padaly, některé automobilky odstavily výrobu. Ale pandemie přinesla i jednoho nečekaného vítěze. Výrobci obytných aut a přívěsů nestíhají vyrábět.<p><a href='https://www.idnes.cz/auto/zpravodajstvi/obytny-vuz-karavan.A210217_143135_automoto_fdv#utm_source=rss&utm_medium=feed&utm_campaign=autokat&utm_content=main'><b>Odkaz na původní článek</b></a></p>";https://www.idnes.cz/auto/zpravodajstvi/obytny-vuz-karavan.A210217_143135_automoto_fdv#utm_source=rss&utm_medium=feed&utm_campaign=autokat&utm_content=main;default.jpg;"2021-02-21 12:10:39";"2021-02-21 12:10:39";"2021-02-21 12:10:39";14;0;NULL;"covidová temnota zahalila padaly některé automobilky temnota jednoho nečekaného vítěze prodeje průmysl výrobci obytných aut pandemie automobilový přívěsů nestíhají vyrábět roce prodeje padaly covidová";"[{"slug": "za-4-roky-uvede-seat-levny-mestsky-elektromobil-bude-stat-pres-pul-milionu", "coefficient": 0.2931167735581182}, {"slug": "vw-chysta-v-evrope-sest-tovaren-na-baterie-do-elektroaut-ve-hre-je-i-cesko", "coefficient": 0.28953397371772427}, {"slug": "evropa-predstihla-cinu-v-prodejich-elektroaut-tahounem-jsou-nemecke-dotace", "coefficient": 0.2893001544245602}, {"slug": "stejna-konstrukce-jiny-vysledek-v-cem-jsou-tlumice-dnesnich-aut-lepsi", "coefficient": 0.28899388571750273}, {"slug": "cinsky-vyrobce-smartphonu-xiaomi-se-chysta-vyrabet-elektromobily", "coefficient": 0.2878874009096258}, {"slug": "v-pondeli-vyhlasi-evropske-auto-roku-sanci-ma-i-skoda-octavia", "coefficient": 0.28211113417640676}, {"slug": "huawei-planuje-vyrobu-elektromobilu-predstavi-je-snad-uz-letos", "coefficient": 0.28129501941473317}, {"slug": "toyota-chce-zachranit-tridu-nejmensich-aut-nove-kolinske-aygo-poodhaleno", "coefficient": 0.2808633119761692}, {"slug": "elektricke-citigo-je-bazarovy-hit-lezakem-je-range-rover", "coefficient": 0.2808300111630285}, {"slug": "hyundai-v-cesku-svola-13-000-suv-z-nosovic-tucsony-jedou-do-servisu-s-abs", "coefficient": 0.278277361075174}]";NULL
676841;22;"Řidiči neznají pravidla jízdy po kruhovém objezdu. Zopakujte si je";ridici-neznaji-pravidla-jizdy-po-kruhovem-objezdu-zopakujte-si-je;"Zdá se to až neuvěřitelné, ale podle španělského výzkumu údajně dokonce dva ze tří řidičů nevědí, jak správně a bezpečně projet kruhovým objezdem. Přitom právě na vjezdech na kruhový objezd se stává velké množství nehod. Pravidla jsou jednoduchá: používejte blinkr, dejte přednost cyklistům a zvolte vhodný jízdní pruh pro zamýšlený výjezd.";"Zdá se to až neuvěřitelné, ale podle španělského výzkumu údajně dokonce dva ze tří řidičů nevědí, jak správně a bezpečně projet kruhovým objezdem. Přitom právě na vjezdech na kruhový objezd se stává velké množství nehod. Pravidla jsou jednoduchá: používejte blinkr, dejte přednost cyklistům a zvolte vhodný jízdní pruh pro zamýšlený výjezd.<p><a href='https://www.idnes.cz/auto/zpravodajstvi/bezpecnost-kruhovy-objezd-seat-ridic-cyklista-blinkr-klakson-kruhac.A210216_171742_automoto_taj#utm_source=rss&utm_medium=feed&utm_campaign=autokat&utm_content=main'><b>Odkaz na původní článek</b></a></p>";https://www.idnes.cz/auto/zpravodajstvi/bezpecnost-kruhovy-objezd-seat-ridic-cyklista-blinkr-klakson-kruhac.A210216_171742_automoto_taj#utm_source=rss&utm_medium=feed&utm_campaign=autokat&utm_content=main;default.jpg;"2021-02-21 12:10:39";"2021-02-21 12:10:39";"2021-02-21 12:10:39";14;0;NULL;"tří řidičů nevědí nevědí správně dejte přednost cyklistům údajně dokonce tří řidičů nevědí přitom právě podle kruhový objezd neuvěřitelné používejte blinkr zdá";"[{"slug": "ridici-ignoruji-varovne-kontrolky-vite-u-kterych-byt-na-pozoru", "coefficient": 0.28841605031606943}, {"slug": "mala-soucastka-velke-problemy-automobilky-jsou-v-pozici-kterou-neznaji", "coefficient": 0.28796592575883645}, {"slug": "autoservisy-zeji-prazdnotou-nove-lakaji-na-akce-muzete-usetrit", "coefficient": 0.2862583182862159}, {"slug": "italsky-slagr-co-se-neokouka-promysleny-fiat-byl-snem-i-v-ceskoslovensku", "coefficient": 0.28150914914844233}, {"slug": "autosalon-idnes-cz-otevira-hlasujte-pro-novinku-ve-hre-jsou-desitky-cen", "coefficient": 0.2800353775219192}, {"slug": "v-gentu-maji-zlaty-chytak-znacka-vydelala-za-ctyri-roky-34-milionu", "coefficient": 0.271630997602113}, {"slug": "treskute-mrazy-pominuly-svleknete-detem-v-autosedackach-bundy", "coefficient": 0.26894519526184346}, {"slug": "vito-za-ctvrt-stoleti-vymazlili-k-dokonalosti-dodavka-nahradi-suv-i-mpv", "coefficient": 0.26659510882031706}, {"slug": "pocet-nabijecich-stanic-letos-hodne-naroste-pokukuji-po-nich-i-benzinky", "coefficient": 0.2626703204003077}, {"slug": "holka-do-nepohody-lehkonoha-aprilia-tuono-je-pohodarka-i-dracice", "coefficient": 0.26642690091125965}]";NULL
676851;22;"Zvenku originál, uvnitř Leon. Otestovali jsme novou Cupru Formentor";zvenku-original-uvnitr-leon-otestovali-jsme-novou-cupru-formentor;"Nová španělská značka Cupra definitivně vystoupila ze stínu SEATu. Už nenabízí jen dále doladěné verze Atecy nebo Leonu, teď má také svůj vlastní model. Jmenuje se Formentor. Jak jezdí ve své vrcholné verzi?";"Nová španělská značka Cupra definitivně vystoupila ze stínu SEATu. Už nenabízí jen dále doladěné verze Atecy nebo Leonu, teď má také svůj vlastní model. Jmenuje se Formentor. Jak jezdí ve své vrcholné verzi?<p><a href='https://www.idnes.cz/auto/magazin/cupra-formentor-seat-leon-auto-vykon-crossover.A210211_112419_auto_testy_nea#utm_source=rss&utm_medium=feed&utm_campaign=autokat&utm_content=main'><b>Odkaz na původní článek</b></a></p>";https://www.idnes.cz/auto/magazin/cupra-formentor-seat-leon-auto-vykon-crossover.A210211_112419_auto_testy_nea#utm_source=rss&utm_medium=feed&utm_campaign=autokat&utm_content=main;default.jpg;"2021-02-21 12:10:39";"2021-02-21 12:10:39";"2021-02-21 12:10:39";14;0;NULL;"stínu seatu španělská značka cupra teď má jezdí své vrcholné značka vlastní model španělská vrcholné verzi seatu nenabízí nová";"[{"slug": "cesky-zavodak-ma-novou-verzi-na-pragovce-zapracuje-i-slavny-designer", "coefficient": 0.2913194149354133}, {"slug": "lexus-ux-250h-elegantni-a-dobre-vybaveny-crossover-ocenite-hlavne-ve-meste", "coefficient": 0.27532710681787104}, {"slug": "tajemna-elektricka-kia-nastartuje-novou-eru-zatim-je-ve-stinu", "coefficient": 0.2733451379106615}, {"slug": "tesla-3-slavi-pate-narozeniny-je-nejprodavanejsim-elektromobilem-na-svete", "coefficient": 0.2722565150321388}, {"slug": "novy-peugeot-308-je-tu-ma-novou-tvar-benzin-diesel-i-plug-in-hybridy", "coefficient": 0.27087840496968996}, {"slug": "v-gentu-maji-zlaty-chytak-znacka-vydelala-za-ctyri-roky-34-milionu", "coefficient": 0.2708609855480555}, {"slug": "autofotka-tydne-aventadoru-je-deset-let-zurivec-bez-strechy-je-jediny", "coefficient": 0.2686700237670909}, {"slug": "zkouseli-jsme-jak-elektromobil-bojuje-s-mrazy-nabijet-ho-chce-s-rozmyslem", "coefficient": 0.26810705823771597}, {"slug": "pod-nizkou-strechou-bmw-dostalo-predni-pohon-a-prijemny-diesel", "coefficient": 0.2680518545216232}, {"slug": "dojezd-elektrickych-nissanu-prodlouzi-spalovaci-motor-s-rekordni-ucinnosti", "coefficient": 0.2591807314901618}]";NULL
676861;22;"Nedostatek čipů zastavuje výrobu, automobilky přijdou o miliardy";nedostatek-cipu-zastavuje-vyrobu-automobilky-prijdou-o-miliardy;"Globální nedostatek čipů může v prvním čtvrtletí snížit výrobu osobních a lehkých nákladních aut až o jeden milion. Výpadek by se však mělo podařit dohnat ve zbývající části roku. Vyplývá to z odhadu společnosti IHS Markit, která upravila původní předpověď, ještě na začátku února čekala, že nedostatek čipů bude mít dopad na 672 000 vozů.";"Globální nedostatek čipů může v prvním čtvrtletí snížit výrobu osobních a lehkých nákladních aut až o jeden milion. Výpadek by se však mělo podařit dohnat ve zbývající části roku. Vyplývá to z odhadu společnosti IHS Markit, která upravila původní předpověď, ještě na začátku února čekala, že nedostatek čipů bude mít dopad na 672 000 vozů.<p><a href='https://www.idnes.cz/auto/zpravodajstvi/cipy-vyroba-polovodic-ihs-automobilky-tovarna-fabrika-nedostatek.A210217_145941_automoto_fdv#utm_source=rss&utm_medium=feed&utm_campaign=autokat&utm_content=main'><b>Odkaz na původní článek</b></a></p>";https://www.idnes.cz/auto/zpravodajstvi/cipy-vyroba-polovodic-ihs-automobilky-tovarna-fabrika-nedostatek.A210217_145941_automoto_fdv#utm_source=rss&utm_medium=feed&utm_campaign=autokat&utm_content=main;default.jpg;"2021-02-21 12:10:39";"2021-02-21 12:10:39";"2021-02-21 12:10:39";14;0;NULL;"lehkých nákladních aut nedostatek čipů prvním mělo podařit dohnat nákladních čipů zbývající části roku milion nedostatek upravila původní předpověď mělo milion začátku února čekala globální";"[{"slug": "uz-i-v-koline-dosly-cipy-toyota-zastavi-vyrobu-na-dva-tydny", "coefficient": 0.3485941912837157}, {"slug": "mala-soucastka-velke-problemy-automobilky-jsou-v-pozici-kterou-neznaji", "coefficient": 0.3117030773317224}, {"slug": "fenomen-toyota-v-krizi-neohrozene-jede-ted-stavi-mesto-budoucnosti", "coefficient": 0.3065245002480577}, {"slug": "huawei-planuje-vyrobu-elektromobilu-predstavi-je-snad-uz-letos", "coefficient": 0.29190704278057134}, {"slug": "evropa-neni-pro-automobilky-volnym-trhem-rika-sef-mazdy-v-cesku", "coefficient": 0.2880359948946644}, {"slug": "automobilky-na-rozcesti-sebevrazda-elektrickym-proudem-je-jedinou-moznosti", "coefficient": 0.2853827207989343}, {"slug": "vw-chysta-v-evrope-sest-tovaren-na-baterie-do-elektroaut-ve-hre-je-i-cesko", "coefficient": 0.278613655965747}, {"slug": "elektricke-citigo-je-bazarovy-hit-lezakem-je-range-rover", "coefficient": 0.27756720267264307}, {"slug": "pokuty-vymahaji-po-tech-kterym-auto-nepatri-bazary-zadaji-opravu-zakona", "coefficient": 0.2753929545631342}, {"slug": "elektromobily-ztrati-do-ctyr-let-az-70-procent-hodnoty-tvrdi-studie", "coefficient": 0.2747272471538923}]";NULL
676871;22;"Výroba vázne, prodeje taky. Na auta se čeká až deset měsíců";vyroba-vazne-prodeje-taky-na-auta-se-ceka-az-deset-mesicu;"Je to tak trochu paradox. Lednové prodeje aut meziročně poklesly kvůli koronavirové uzávěře o více než 22 procent, přesto nových aut rozhodně není nadbytek. Jsou modely, na které si z výroby počkáte třeba i deset měsíců. Osm měsíců se čeká na Fabii, devět na Kamiqa a deset na VW Golf.";"Je to tak trochu paradox. Lednové prodeje aut meziročně poklesly kvůli koronavirové uzávěře o více než 22 procent, přesto nových aut rozhodně není nadbytek. Jsou modely, na které si z výroby počkáte třeba i deset měsíců. Osm měsíců se čeká na Fabii, devět na Kamiqa a deset na VW Golf.<p><a href='https://www.idnes.cz/auto/zpravodajstvi/cekaci-doba-auto-volkswagen-dodavky-skoda.A210216_222644_automoto_fdv#utm_source=rss&utm_medium=feed&utm_campaign=autokat&utm_content=main'><b>Odkaz na původní článek</b></a></p>";https://www.idnes.cz/auto/zpravodajstvi/cekaci-doba-auto-volkswagen-dodavky-skoda.A210216_222644_automoto_fdv#utm_source=rss&utm_medium=feed&utm_campaign=autokat&utm_content=main;default.jpg;"2021-02-21 12:10:39";"2021-02-21 12:10:39";"2021-02-21 12:10:39";14;0;NULL;"výroby počkáte třeba aut modely trochu paradox paradox aut osm měsíců si z výroby procent vw golf paradox deset měsíců trochu";"[{"slug": "mala-soucastka-velke-problemy-automobilky-jsou-v-pozici-kterou-neznaji", "coefficient": 0.3220400456581637}, {"slug": "platnost-ridicaku-se-prodlouzi-o-10-mesicu-rozhodl-evropsky-parlament", "coefficient": 0.3173829128016796}, {"slug": "elektricke-citigo-je-bazarovy-hit-lezakem-je-range-rover", "coefficient": 0.3148765408492875}, {"slug": "platnost-ridicaku-a-technickych-prohlidek-se-prodluzuje-urady-a-stk-funguji", "coefficient": 0.29946438461437924}, {"slug": "auta-cechu-patri-k-nejstarsim-v-evrope-prumer-roste-kvuli-dovozu", "coefficient": 0.2990769664818272}, {"slug": "elektromobily-ztrati-do-ctyr-let-az-70-procent-hodnoty-tvrdi-studie", "coefficient": 0.2941779577610316}, {"slug": "vymena-baterie-v-elektromobilu-vyjde-i-na-vic-nez-polovinu-ceny-noveho-auta", "coefficient": 0.2940051107675349}, {"slug": "spocitali-jsme-kolik-stoji-kilometr-auta-na-elektrinu-se-stale-nevyplati", "coefficient": 0.2939058889794261}, {"slug": "ojetiny-ktere-cesi-chteji-velke-auto-na-naftu-do-ctvrt-milionu", "coefficient": 0.2923959242426275}, {"slug": "stejna-konstrukce-jiny-vysledek-v-cem-jsou-tlumice-dnesnich-aut-lepsi", "coefficient": 0.2917270252508133}]";NULL
